feature,split,mean,std,min,max,abs_mean,abs_max,nan_count
mom_change_6,train,-4.440892098500626e-18,0.9999999999999999,-5.736362655090859,6.3426663223006985,4.440892098500626e-18,6.3426663223006985,0
up_bar,train,2.55351295663786e-17,1.0000000000000002,-0.9229582069908974,1.083472677771923,2.55351295663786e-17,1.083472677771923,0
down_bar,train,8.43769498715119e-17,1.0,-1.0037570576916242,0.9962570049566931,8.43769498715119e-17,1.0037570576916242,0
up_ratio_3,train,-1.3655743202889425e-16,0.9999999999999998,-1.6458997820495298,1.92971413686323,1.3655743202889425e-16,1.92971413686323,0
down_ratio_3,train,-1.3988810110276973e-16,1.0,-1.8049317150451827,1.7936860345776113,1.3988810110276973e-16,1.8049317150451827,0
up_ratio_5,train,-1.509903313490213e-16,1.0,-2.145230690817141,2.5145155830186257,1.509903313490213e-16,2.5145155830186257,0
down_ratio_5,train,2.597921877622866e-16,1.0,-2.360222149009764,2.346103173043604,2.597921877622866e-16,2.360222149009764,0
up_ratio_10,train,1.1102230246251565e-16,0.9999999999999998,-2.396222088526688,2.926405717658407,1.1102230246251565e-16,2.926405717658407,0
down_ratio_10,train,5.195843755245732e-16,1.0,-2.7114842872771314,2.687862146628794,5.195843755245732e-16,2.7114842872771314,0
up_ratio_20,train,8.881784197001252e-16,1.0,-2.893449206411761,3.171626223736848,8.881784197001252e-16,3.171626223736848,0
down_ratio_20,train,7.549516567451064e-16,0.9999999999999998,-2.897478402932757,2.859399057232706,7.549516567451064e-16,2.897478402932757,0
body,train,-2.220446049250313e-18,1.0,-4.949016001489323,6.136287094356099,2.220446049250313e-18,6.136287094356099,0
bar_range,train,1.5987211554602254e-16,1.0,-1.182561641112617,7.349391546279604,1.5987211554602254e-16,7.349391546279604,0
upper_shadow,train,-8.881784197001253e-17,0.9999999999999998,-0.7582516728396186,6.5294285839468085,8.881784197001253e-17,6.5294285839468085,0
lower_shadow,train,1.2434497875801754e-16,1.0,-0.7657022937092202,7.020952508488655,1.2434497875801754e-16,7.020952508488655,0
close_position,train,2.886579864025407e-17,1.0,-1.3408790824197911,1.5353973384661963,2.886579864025407e-17,1.5353973384661963,0
vol_5,train,-2.375877272697835e-16,1.0,-0.9541131308013944,13.237282269317378,2.375877272697835e-16,13.237282269317378,0
range_mean_5,train,-1.3322676295501878e-16,0.9999999999999999,-1.4386740609486448,6.873110518453855,1.3322676295501878e-16,6.873110518453855,0
range_vol_5,train,5.329070518200751e-17,0.9999999999999998,-0.9711292931747788,12.706084284468472,5.329070518200751e-17,12.706084284468472,0
vol_10,train,-1.1990408665951691e-16,1.0,-1.0691319931625856,9.958109767106535,1.1990408665951691e-16,9.958109767106535,0
range_mean_10,train,-2.486899575160351e-16,1.0,-1.695222999833889,5.777560658828026,2.486899575160351e-16,5.777560658828026,0
range_vol_10,train,-6.217248937900877e-17,0.9999999999999999,-1.0624648952251423,9.97394725873077,6.217248937900877e-17,9.97394725873077,0
vol_20,train,1.0658141036401502e-16,1.0,-1.2088933909623285,7.453291521069753,1.0658141036401502e-16,7.453291521069753,0
range_mean_20,train,1.4210854715202004e-16,1.0,-1.9765698255699156,4.1258721723285054,1.4210854715202004e-16,4.1258721723285054,0
range_vol_20,train,-2.6645352591003756e-17,1.0,-1.272451760414391,7.457611906965299,2.6645352591003756e-17,7.457611906965299,0
vol_48,train,3.552713678800501e-17,1.0,-1.1555319880077903,5.316894406904109,3.552713678800501e-17,5.316894406904109,0
range_mean_48,train,-4.796163466380677e-16,1.0,-1.8251349871544846,3.7049509362246584,4.796163466380677e-16,3.7049509362246584,0
range_vol_48,train,6.217248937900877e-17,0.9999999999999999,-1.4490339778338737,5.5459699574536865,6.217248937900877e-17,5.5459699574536865,0
parkinson_vol_5,train,-1.9539925233402755e-16,1.0,-1.3234675330578805,9.649352650008177,1.9539925233402755e-16,9.649352650008177,0
parkinson_vol_10,train,7.993605777301127e-17,1.0,-1.4986686855171658,7.6506781483541415,7.993605777301127e-17,7.6506781483541415,0
parkinson_vol_20,train,2.842170943040401e-16,1.0,-1.7320303041468672,5.916500737809677,2.842170943040401e-16,5.916500737809677,0
parkinson_vol_48,train,-2.486899575160351e-16,0.9999999999999999,-1.6672983322749484,4.344863846513431,2.486899575160351e-16,4.344863846513431,0
vol_ratio_5_20,train,-4.662936703425657e-17,0.9999999999999999,-1.9384944799198205,2.7155736948670834,4.662936703425657e-17,2.7155736948670834,0
vol_ratio_10_48,train,-4.274358644806853e-17,1.0,-1.7717942330026255,2.9659877439543876,4.274358644806853e-17,2.9659877439543876,0
mom_z_3_20,train,2.220446049250313e-18,1.0,-3.6822582212460153,3.785420215988147,2.220446049250313e-18,3.785420215988147,0
mom_z_5_20,train,-2.2204460492503132e-17,1.0,-3.236002871123231,3.4202631140324424,2.2204460492503132e-17,3.4202631140324424,0
mom_z_10_48,train,4.884981308350689e-17,1.0,-3.2290466260118635,3.9896590110508825,4.884981308350689e-17,3.9896590110508825,0
vol_zscore_5_20,train,-4.440892098500626e-18,1.0,-2.171478869385179,3.4793417791052077,4.440892098500626e-18,3.4793417791052077,0
vol_zscore_5_48,train,8.881784197001253e-18,1.0,-1.8657634240783871,5.108516435695305,8.881784197001253e-18,5.108516435695305,0
vol_zscore_10_20,train,3.3306690738754695e-18,1.0,-2.4209825176028903,3.19610796692425,3.3306690738754695e-18,3.19610796692425,0
vol_zscore_10_48,train,-8.881784197001253e-18,1.0,-2.0214060218507193,4.7133069218462555,8.881784197001253e-18,4.7133069218462555,0
vol_zscore_20_20,train,-4.440892098500626e-18,1.0,-2.7783258853998416,2.924672058029907,4.440892098500626e-18,2.924672058029907,0
vol_zscore_20_48,train,3.552713678800501e-17,0.9999999999999999,-2.457373093217243,4.478620881411883,3.552713678800501e-17,4.478620881411883,0
vwap_bar_dev,train,1.9984014443252817e-17,1.0,-5.141794954332605,5.23648970205592,1.9984014443252817e-17,5.23648970205592,0
vwap_dev_day,train,-1.7763568394002505e-17,1.0,-2.7070047285387964,4.899664330656105,1.7763568394002505e-17,4.899664330656105,0
vwap_cum_slope_3,train,0.0,1.0,-12.014291592805733,7.243414082590753,0.0,12.014291592805733,0
vwap_cum_slope_6,train,4.440892098500626e-18,1.0,-11.339198165140463,5.692601043346221,4.440892098500626e-18,11.339198165140463,0
vwap_roll_dev_5,train,-1.1102230246251566e-18,1.0,-4.456718510025287,4.923047394945445,1.1102230246251566e-18,4.923047394945445,0
vwap_roll_slope_5,train,-1.3322676295501878e-17,1.0,-4.841291693545743,10.496024143916548,1.3322676295501878e-17,10.496024143916548,0
vwap_roll_dev_10,train,-2.2204460492503132e-17,0.9999999999999998,-3.946958820009582,4.765946657227363,2.2204460492503132e-17,4.765946657227363,0
vwap_roll_slope_10,train,1.3322676295501878e-17,0.9999999999999998,-5.179803855692563,10.212198383390085,1.3322676295501878e-17,10.212198383390085,0
vwap_roll_dev_20,train,-4.440892098500626e-18,1.0,-3.448211739725501,4.743583873062314,4.440892098500626e-18,4.743583873062314,0
vwap_roll_slope_20,train,-2.220446049250313e-18,1.0,-6.099711939665661,8.719490280299652,2.220446049250313e-18,8.719490280299652,0
vwap_roll_dev_48,train,-2.220446049250313e-18,1.0,-3.43904594675239,4.196521041453135,2.220446049250313e-18,4.196521041453135,0
vwap_roll_slope_48,train,4.440892098500626e-18,1.0,-7.1701201677943995,6.008170203704963,4.440892098500626e-18,7.1701201677943995,0
vwap_spread_20_day,train,-4.4408920985006264e-17,1.0,-3.0418916680289256,5.9802711308666066,4.4408920985006264e-17,5.9802711308666066,0
vwap_spread_48_day,train,-1.3322676295501878e-17,0.9999999999999999,-3.9905585704000734,5.716388923631932,1.3322676295501878e-17,5.716388923631932,0
clv,train,-2.1094237467877975e-17,1.0,-1.3408790824277703,1.5353973384579842,2.1094237467877975e-17,1.5353973384579842,0
clv_mean_5,train,-3.552713678800501e-17,1.0,-2.8147990252314896,3.076913533307597,3.552713678800501e-17,3.076913533307597,0
clv_sum_5,train,6.217248937900877e-17,1.0,-2.814799025231489,3.0769135333075965,6.217248937900877e-17,3.0769135333075965,0
clv_mean_10,train,1.3322676295501878e-17,1.0,-3.0912231021467447,3.070452013773347,1.3322676295501878e-17,3.0912231021467447,0
clv_sum_10,train,2.6645352591003756e-17,1.0,-3.0912231021467442,3.0704520137733473,2.6645352591003756e-17,3.0912231021467442,0
clv_mean_20,train,8.881784197001253e-18,0.9999999999999998,-2.8352439363887365,2.8118786715260318,8.881784197001253e-18,2.8352439363887365,0
clv_sum_20,train,1.7763568394002505e-17,1.0,-2.8352439363887365,2.8118786715260318,1.7763568394002505e-17,2.8352439363887365,0
clv_mean_48,train,-4.4408920985006264e-17,1.0,-2.584829559674209,2.7294143654672536,4.4408920985006264e-17,2.7294143654672536,0
clv_sum_48,train,5.329070518200751e-17,1.0,-2.5848295596742084,2.729414365467253,5.329070518200751e-17,2.729414365467253,0
clv_volume,train,7.771561172376097e-18,1.0,-1.5215946547768466,1.7205891133138966,7.771561172376097e-18,1.7205891133138966,0
clv_volume_sum_5,train,1.3322676295501878e-17,1.0,-2.851137881709485,3.1742224726357366,1.3322676295501878e-17,3.1742224726357366,0
clv_volume_mean_5,train,1.9984014443252817e-17,1.0,-2.8511378817094855,3.174222472635736,1.9984014443252817e-17,3.174222472635736,0
clv_volume_sum_10,train,-4.440892098500626e-18,0.9999999999999998,-3.1720882918248106,3.240617824169922,4.440892098500626e-18,3.240617824169922,0
clv_volume_mean_10,train,4.440892098500626e-18,1.0,-3.172088291824811,3.2406178241699215,4.440892098500626e-18,3.2406178241699215,0
clv_volume_sum_20,train,-2.2204460492503132e-17,0.9999999999999999,-2.817813343365792,2.920989029572199,2.2204460492503132e-17,2.920989029572199,0
clv_volume_mean_20,train,4.4408920985006264e-17,1.0,-2.817813343365792,2.9209890295722,4.4408920985006264e-17,2.9209890295722,0
clv_volume_sum_48,train,-6.217248937900877e-17,1.0,-2.523633826642761,2.785493719639391,6.217248937900877e-17,2.785493719639391,0
clv_volume_mean_48,train,5.329070518200751e-17,1.0,-2.5236338266427607,2.785493719639391,5.329070518200751e-17,2.785493719639391,0
adl_roll_norm_10,train,-3.3306690738754695e-17,1.0,-2.8477513065018742,3.308902912058183,3.3306690738754695e-17,3.308902912058183,0
adl_roll_norm_20,train,-5.329070518200751e-17,1.0,-2.5127663282836434,3.202771740662218,5.329070518200751e-17,3.202771740662218,0
adl_roll_norm_48,train,-5.662137425588298e-17,1.0,-2.291598612412127,3.0968664790625926,5.662137425588298e-17,3.0968664790625926,0
volume_ratio_5,train,3.991251773527438e-16,1.0,-1.6861885394994407,5.901591982832153,3.991251773527438e-16,5.901591982832153,0
amount_ratio_5,train,-2.0872192862952942e-16,0.9999999999999999,-1.6846329172342465,5.960398679347945,2.0872192862952942e-16,5.960398679347945,0
log_volume_ratio_5,train,8.326672684688674e-18,1.0,-2.9921941869404964,3.300908576009795,8.326672684688674e-18,3.300908576009795,0
log_amount_ratio_5,train,-6.106226635438361e-17,1.0,-2.993143149303792,3.319733293161015,6.106226635438361e-17,3.319733293161015,0
volume_ratio_10,train,7.882583474838611e-17,1.0,-1.324911820131392,7.541845553835912,7.882583474838611e-17,7.541845553835912,0
amount_ratio_10,train,-6.689093723366569e-17,0.9999999999999999,-1.3186635982364863,7.648153190116689,6.689093723366569e-17,7.648153190116689,0
log_volume_ratio_10,train,-6.661338147750939e-18,0.9999999999999998,-2.7515884807578344,3.488587780521829,6.661338147750939e-18,3.488587780521829,0
log_amount_ratio_10,train,1.5543122344752193e-17,0.9999999999999998,-2.7357012154524867,3.513729441056129,1.5543122344752193e-17,3.513729441056129,0
volume_ratio_20,train,2.7755575615628914e-17,0.9999999999999999,-1.110861005694588,9.033686009937352,2.7755575615628914e-17,9.033686009937352,0
amount_ratio_20,train,2.2759572004815708e-17,1.0,-1.105636683969535,9.158870525014144,2.2759572004815708e-17,9.158870525014144,0
log_volume_ratio_20,train,-3.83026943495679e-17,1.0,-2.7723773555931115,3.5280643347125586,3.83026943495679e-17,3.5280643347125586,0
log_amount_ratio_20,train,6.106226635438361e-18,1.0,-2.7665635031214255,3.551358503858617,6.106226635438361e-18,3.551358503858617,0
volume_ratio_48,train,2.0872192862952942e-16,1.0,-0.9694054687726723,8.68765360493388,2.0872192862952942e-16,8.68765360493388,0
amount_ratio_48,train,2.2759572004815708e-17,0.9999999999999999,-0.9630460469844094,8.900552910707725,2.2759572004815708e-17,8.900552910707725,0
log_volume_ratio_48,train,2.220446049250313e-18,1.0,-2.611560825385766,3.612525019976,2.220446049250313e-18,3.612525019976,0
log_amount_ratio_48,train,1.3322676295501878e-17,1.0,-2.602728594500389,3.648561175491906,1.3322676295501878e-17,3.648561175491906,0
volume_change,train,2.2204460492503132e-17,1.0,-1.207969368831855,10.896418137274747,2.2204460492503132e-17,10.896418137274747,0
amount_change,train,-3.9968028886505634e-17,1.0,-1.2020397714927304,11.000635880017427,3.9968028886505634e-17,11.000635880017427,0
ret_volume,train,-1.1102230246251566e-18,1.0,-5.6508961503369735,7.882785754875851,1.1102230246251566e-18,7.882785754875851,0
ret_amount,train,4.440892098500626e-18,0.9999999999999999,-5.582883325460666,7.720350248789033,4.440892098500626e-18,7.720350248789033,0
ret_volume_sum_5,train,8.881784197001253e-18,1.0,-8.43924275317912,5.926062538292875,8.881784197001253e-18,8.43924275317912,0
ret_amount_sum_5,train,2.220446049250313e-18,0.9999999999999999,-8.177661110105776,5.849928183567842,2.220446049250313e-18,8.177661110105776,0
ret_volume_sum_10,train,4.440892098500626e-18,1.0,-6.438744962174449,4.666747257504783,4.440892098500626e-18,6.438744962174449,0
ret_amount_sum_10,train,2.2204460492503132e-17,1.0,-6.266753165390873,4.641705270551688,2.2204460492503132e-17,6.266753165390873,0
ret_volume_sum_20,train,3.9968028886505634e-17,0.9999999999999999,-4.6375021509891585,4.478995133345058,3.9968028886505634e-17,4.6375021509891585,0
ret_amount_sum_20,train,-1.7763568394002505e-17,1.0,-4.524790310671064,4.463852575639471,1.7763568394002505e-17,4.524790310671064,0
signed_volume,train,1.9428902930940238e-17,1.0,-1.1499861366541697,1.2540563096609267,1.9428902930940238e-17,1.2540563096609267,0
signed_amount,train,-7.105427357601002e-17,1.0,-1.112598406817145,1.2104035297120685,7.105427357601002e-17,1.2104035297120685,0
signed_volume_sum_5,train,3.552713678800501e-17,1.0,-2.4343605481448725,2.761073457857014,3.552713678800501e-17,2.761073457857014,0
signed_amount_sum_5,train,7.771561172376097e-18,1.0,-2.39951991803418,2.697397962015507,7.771561172376097e-18,2.697397962015507,0
signed_volume_mean_5,train,1.2212453270876722e-17,1.0,-2.4343605481448725,2.761073457857014,1.2212453270876722e-17,2.761073457857014,0
signed_amount_mean_5,train,1.8873791418627663e-17,1.0,-2.399519918034181,2.6973979620155064,1.8873791418627663e-17,2.6973979620155064,0
signed_volume_sum_10,train,2.6645352591003756e-17,1.0,-2.6242801416676707,3.129988657312914,2.6645352591003756e-17,3.129988657312914,0
signed_amount_sum_10,train,0.0,0.9999999999999998,-2.6105465858143826,3.0673417027942556,0.0,3.0673417027942556,0
signed_volume_mean_10,train,2.2204460492503132e-17,0.9999999999999998,-2.62428014166767,3.129988657312914,2.2204460492503132e-17,3.129988657312914,0
signed_amount_mean_10,train,-3.552713678800501e-17,1.0,-2.6105465858143835,3.0673417027942556,3.552713678800501e-17,3.0673417027942556,0
signed_volume_sum_20,train,1.1102230246251566e-17,1.0,-2.8604607415318215,3.321076078954242,1.1102230246251566e-17,3.321076078954242,0
signed_amount_sum_20,train,-1.5543122344752193e-17,0.9999999999999998,-2.8764756596664074,3.260093409257179,1.5543122344752193e-17,3.260093409257179,0
signed_volume_mean_20,train,-2.6645352591003756e-17,1.0,-2.860460741531822,3.3210760789542415,2.6645352591003756e-17,3.3210760789542415,0
signed_amount_mean_20,train,6.88338275267597e-17,1.0,-2.8764756596664074,3.26009340925718,6.88338275267597e-17,3.26009340925718,0
signed_volume_sum_48,train,3.7747582837255325e-17,0.9999999999999998,-2.386564733781334,3.4196247741012513,3.7747582837255325e-17,3.4196247741012513,0
signed_amount_sum_48,train,0.0,0.9999999999999999,-2.409578862243015,3.3624334959554005,0.0,3.3624334959554005,0
signed_volume_mean_48,train,-4.4408920985006264e-17,1.0,-2.386564733781334,3.4196247741012513,4.4408920985006264e-17,3.4196247741012513,0
signed_amount_mean_48,train,4.662936703425657e-17,1.0,-2.409578862243015,3.3624334959554,4.662936703425657e-17,3.3624334959554,0
up_volume_ratio,train,-3.9968028886505634e-17,1.0,-0.6236423027786135,8.316178685470659,3.9968028886505634e-17,8.316178685470659,0
down_volume_ratio,train,1.2434497875801754e-16,1.0,-0.7001229525872559,7.3924472494702345,1.2434497875801754e-16,7.3924472494702345,0
up_amount_ratio,train,-1.1990408665951691e-16,1.0,-0.6207103758194491,8.404009459623776,1.1990408665951691e-16,8.404009459623776,0
down_amount_ratio,train,-3.1086244689504386e-17,1.0,-0.7017415193328805,7.3938337803967205,3.1086244689504386e-17,7.3938337803967205,0
up_volume_ratio_mean_5,train,1.509903313490213e-16,0.9999999999999999,-1.0452123583132142,7.084732391539038,1.509903313490213e-16,7.084732391539038,0
down_volume_ratio_mean_5,train,4.662936703425657e-17,1.0,-1.19406253869271,5.9602609839015495,4.662936703425657e-17,5.9602609839015495,0
up_amount_ratio_mean_5,train,-1.2656542480726783e-16,1.0,-1.0363653149430467,7.137464233674659,1.2656542480726783e-16,7.137464233674659,0
down_amount_ratio_mean_5,train,8.881784197001253e-18,1.0,-1.2024548134382418,5.810813970370357,8.881784197001253e-18,5.810813970370357,0
up_volume_ratio_mean_10,train,-4.440892098500626e-18,1.0,-1.276564616791559,5.791760218169796,4.440892098500626e-18,5.791760218169796,0
down_volume_ratio_mean_10,train,9.992007221626409e-17,1.0,-1.420457700243437,5.469293509741493,9.992007221626409e-17,5.469293509741493,0
up_amount_ratio_mean_10,train,3.552713678800501e-17,1.0,-1.264616415869684,5.844480734999454,3.552713678800501e-17,5.844480734999454,0
down_amount_ratio_mean_10,train,1.354472090042691e-16,1.0,-1.431263186830206,5.450136549839726,1.354472090042691e-16,5.450136549839726,0
up_volume_ratio_mean_20,train,1.6431300764452317e-16,1.0,-1.6673907587572738,4.86299878422658,1.6431300764452317e-16,4.86299878422658,0
down_volume_ratio_mean_20,train,-2.3980817331903383e-16,1.0,-1.6342340286709867,4.740853256919631,2.3980817331903383e-16,4.740853256919631,0
up_amount_ratio_mean_20,train,-8.43769498715119e-17,0.9999999999999999,-1.650413195934413,4.912050089323789,8.43769498715119e-17,4.912050089323789,0
down_amount_ratio_mean_20,train,-3.508304757815495e-16,1.0,-1.6316254256163274,4.7336329671087745,3.508304757815495e-16,4.7336329671087745,0
bar_in_day,train,1.2434497875801754e-16,1.0,-1.7040330307732607,1.6924704656789558,1.2434497875801754e-16,1.7040330307732607,0
bar_in_day_pct,train,-3.8857805861880476e-17,1.0,-1.704033030773261,1.6924704656789555,3.8857805861880476e-17,1.704033030773261,0
is_morning,train,9.992007221626408e-18,1.0,-0.9950124377332081,1.005012562735552,9.992007221626408e-18,1.005012562735552,0
is_afternoon,train,3.608224830031759e-17,0.9999999999999999,-1.0050125627355517,0.995012437733208,3.608224830031759e-17,1.0050125627355517,0
is_open_30min,train,-1.1657341758564143e-17,1.0,-0.37580156842440476,2.660978782479876,1.1657341758564143e-17,2.660978782479876,0
is_close_30min,train,1.0325074129013956e-16,1.0,-0.3790436028940799,2.6382189077055616,1.0325074129013956e-16,2.6382189077055616,0
is_after_lunch_open,train,1.0325074129013956e-16,1.0,-0.3790436028940799,2.6382189077055616,1.0325074129013956e-16,2.6382189077055616,0
gap_days,train,-7.993605777301127e-17,1.0,-0.419231581097004,6.1569500831697255,7.993605777301127e-17,6.1569500831697255,0
is_normal_day,train,-1.4654943925052067e-16,0.9999999999999997,-1.9395630337539331,0.5155800469472479,1.4654943925052067e-16,1.9395630337539331,0
is_after_weekend,train,-2.886579864025407e-17,1.0,-0.49217479094801325,2.031798495964875,2.886579864025407e-17,2.031798495964875,0
is_after_holiday,train,9.769962616701378e-17,0.9999999999999998,-0.12340351046845904,8.103497187428811,9.769962616701378e-17,8.103497187428811,0
volume_same_bar_ratio,train,7.105427357601002e-17,1.0,-0.9045204499864572,10.12691114813078,7.105427357601002e-17,10.12691114813078,0
amount_same_bar_ratio,train,-8.881784197001253e-17,0.9999999999999999,-0.8807705286097557,9.311896880779843,8.881784197001253e-17,9.311896880779843,0
log_volume_same_bar_ratio,train,-7.105427357601002e-17,1.0,-2.34434326949649,3.867526848775307,7.105427357601002e-17,3.867526848775307,0
log_amount_same_bar_ratio,train,5.329070518200751e-17,1.0,-2.284490579441985,3.7101168433309613,5.329070518200751e-17,3.7101168433309613,0
price_zscore_10,train,2.4424906541753444e-17,1.0,-2.2281805133957393,2.4622965050977945,2.4424906541753444e-17,2.4622965050977945,0
price_zscore_20,train,-3.3306690738754695e-18,1.0,-2.744834293139415,2.947690436902454,3.3306690738754695e-18,2.947690436902454,0
price_zscore_48,train,8.881784197001253e-18,0.9999999999999998,-3.0011130571806373,3.515603419392432,8.881784197001253e-18,3.515603419392432,0
intraday_range_position,train,-6.88338275267597e-17,1.0,-1.6395527491812225,1.7790575755274087,6.88338275267597e-17,1.7790575755274087,0
amihud,train,2.1316282072803005e-16,1.0,-1.1563551412646318,5.141216309545411,2.1316282072803005e-16,5.141216309545411,0
amihud_10,train,-1.2434497875801754e-16,1.0,-2.0719874124165782,4.277226056627118,1.2434497875801754e-16,4.277226056627118,0
amihud_20,train,0.0,1.0,-2.329631679608521,3.3109627172120386,0.0,3.3109627172120386,0
amihud_48,train,-1.9539925233402755e-16,1.0,-2.4185836515127486,2.875141880168792,1.9539925233402755e-16,2.875141880168792,0
range_per_volume,train,-8.881784197001253e-17,1.0,-1.5968099954065489,4.829212375115957,8.881784197001253e-17,4.829212375115957,0
range_per_volume_10,train,-8.881784197001253e-18,1.0,-2.1110845221235017,3.7268579137183684,8.881784197001253e-18,3.7268579137183684,0
range_per_volume_20,train,2.042810365310288e-16,1.0,-2.1916082450409453,3.5139941406431165,2.042810365310288e-16,3.5139941406431165,0
range_per_volume_48,train,1.1546319456101628e-16,1.0,-2.2311431035143388,3.036029885499885,1.1546319456101628e-16,3.036029885499885,0
ret_1,valid,0.041410911123431864,1.1476325959163873,-5.410280199950508,7.120446737379744,0.041410911123431864,7.120446737379744,0
log_ret_1,valid,0.040912595526581864,1.1465845553382394,-5.470614229931987,7.044639007761274,0.040912595526581864,7.044639007761274,0
ret_3,valid,0.07151604685558256,1.0390609548102894,-3.595180344508881,6.67499728393274,0.07151604685558256,6.67499728393274,0
log_ret_3,valid,0.07127807090294039,1.0330861750054818,-3.6377582635123473,6.532526020031716,0.07127807090294039,6.532526020031716,0
ret_5,valid,0.09225079477952321,1.0180871954935664,-2.697663207384882,5.469028673948484,0.09225079477952321,5.469028673948484,0
log_ret_5,valid,0.09204768025167148,1.009397297530626,-2.7245531016461766,5.340773034416149,0.09204768025167148,5.340773034416149,0
ret_10,valid,0.12914715606560587,1.0050945702975989,-3.0812811847028327,4.711338367329444,0.12914715606560587,4.711338367329444,0
log_ret_10,valid,0.1291290599056937,0.9948205036355869,-3.140156480617736,4.580345102915022,0.1291290599056937,4.580345102915022,0
ret_20,valid,0.18001653159311512,1.0104424034395139,-2.080573808576295,3.7264000199456935,0.18001653159311512,3.7264000199456935,0
log_ret_20,valid,0.17987199700969825,0.9981595210300379,-2.1153573905085863,3.613996673185723,0.17987199700969825,3.613996673185723,0
ret_48,valid,0.3140961805825775,1.0082256968948915,-1.913512174789215,3.85262045649951,0.3140961805825775,3.85262045649951,0
log_ret_48,valid,0.31437638771708093,0.9912400808602235,-1.9648211707479781,3.6813066985540748,0.31437638771708093,3.6813066985540748,0
ma_dev_5,valid,0.07686338035733047,1.0692938879840335,-4.722655144522717,6.31020164802235,0.07686338035733047,6.31020164802235,0
