datetime,code,open,high,low,close,volume,amount,adjustflag,invalid_null_ohlcv,invalid_nonpositive_price,invalid_nonpositive_volume,invalid_high_low_inconsistent,invalid_open_outside_range,invalid_close_outside_range,invalid_outside_session
2025-09-01 10:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 10:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 11:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 11:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 11:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 11:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 11:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 11:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 11:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 13:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 14:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-01 15:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 09:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 09:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 09:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 09:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 09:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 10:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 11:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 11:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 11:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 11:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 11:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 11:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 11:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 13:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 14:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-02 15:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 09:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 09:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 09:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 09:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 09:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 10:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 11:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 11:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 11:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 11:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 11:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 11:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 11:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 13:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 14:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-03 15:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 09:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 09:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 09:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 09:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 09:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 10:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 11:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 11:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 11:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 11:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 11:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 11:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 11:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 13:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 14:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-04 15:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 09:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 09:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 09:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 09:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 09:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 10:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 11:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 11:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 11:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 11:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 11:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 11:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 11:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 13:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:05:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:10:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:15:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:20:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:25:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:30:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 14:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-05 15:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 09:35:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 09:40:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 09:45:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 09:50:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 09:55:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
2025-09-08 10:00:00,688981,0.0,0.0,0.0,0.0,0,0.0,2,0,1,1,0,0,0,0
