feature,importance,side
amount_same_bar_ratio,0.004161700611610355,buy
log_amount_ratio_48,0.004122523595461143,buy
ma_dev_10,0.003933124687980616,buy
down_ratio_20,0.003916524037812688,buy
ma_dev_20,0.0038817853989671744,buy
clv_volume,0.003873605926408814,buy
vwap_roll_dev_48,0.00385149427527489,buy
vwap_cum_slope_6,0.0038423720733495237,buy
volume_ratio_10,0.0038398421624100706,buy
ma_slope_10,0.0037486218274228942,buy
log_ret_20,0.003730517467965233,buy
ma_gap_10_48,0.0037254667457992893,buy
range_mean_20,0.0036254534914879513,buy
vwap_cum_slope_3,0.0036231252764160186,buy
log_amount_ratio_10,0.0036041923701353572,buy
log_amount_ratio_20,0.0035989725571402903,buy
signed_amount_mean_48,0.003595853393840725,buy
up_volume_ratio,0.0035480883918514697,buy
up_amount_ratio_mean_5,0.003427456676733772,buy
clv_volume_sum_48,0.003425116416931428,buy
signed_volume,0.0033298271028127,buy
vwap_roll_slope_10,0.0032577390204589314,buy
amihud_20,0.0031868115745074667,buy
ret_volume_sum_20,0.0031376690156504463,buy
ret_48,0.003130040083464484,buy
adl_roll_norm_20,0.0030728688736277572,buy
signed_amount_mean_10,0.0030179387085850964,buy
log_ret_10,0.00298454072496789,buy
log_volume_ratio_48,0.0029321915553129937,buy
signed_amount_sum_20,0.0029291001893487537,buy
ret_5,0.0029249903639804215,buy
range_mean_10,0.002908627355842684,buy
down_volume_ratio_mean_10,0.0028868574074771875,buy
ret_volume_sum_5,0.0028838021112829308,buy
log_ret_3,0.0028487334419621305,buy
ret_amount,0.0028380420260424692,buy
up_volume_ratio_mean_10,0.0028211417269863787,buy
price_zscore_48,0.0028048046132977556,buy
bar_range,0.0027653183280470254,buy
vol_zscore_5_48,0.0027519116661534797,buy
ma_slope_5,0.002679516935999954,buy
amount_ratio_10,0.002664009030795165,buy
ret_20,0.0026255309662023434,buy
log_volume_same_bar_ratio,0.002605728996660359,buy
vol_zscore_10_48,0.002509540981087769,buy
signed_volume_sum_48,0.0024930821920037594,buy
volume_same_bar_ratio,0.002471268120221304,buy
log_ret_1,0.002429903398088099,buy
signed_volume_mean_10,0.0023456014164975995,buy
signed_amount_sum_48,0.002264672564558498,buy
amount_ratio_20,0.002110078124323623,buy
vwap_roll_slope_20,0.0020955541460249147,buy
ma_dev_5,0.00195122655536121,buy
ret_volume_sum_10,0.001887996196938541,buy
signed_amount_sum_10,0.0018348654280740705,buy
mom_z_5_20,0.0017321845807317666,buy
vol_ratio_10_48,0.0016767945456896537,buy
up_ratio_20,0.0016405866749700055,buy
up_ratio_10,0.0014020400965937757,buy
ret_volume,0.0013564254348383089,buy
is_after_weekend,0.001189395935732296,buy
log_volume_ratio_5,0.001177950624101075,buy
ma_dev_48,0.0011245979746264281,buy
down_volume_ratio,0.0010612272042073493,buy
is_morning,0.000994149094629496,buy
down_amount_ratio,0.0008694142235054545,buy
up_ratio_3,0.0007134894699892085,buy
down_volume_ratio_mean_5,0.00030241926573608505,buy
is_afternoon,0.00022880891220980034,buy
down_ratio_3,0.00016022103536269175,buy
signed_volume_mean_20,0.00015614762915284902,buy
up_ratio_5,2.1798531154789814e-18,buy
down_bar,1.8919794218774725e-18,buy
log_ret_5,0.0,buy
up_bar,0.0,buy
down_ratio_5,0.0,buy
down_ratio_10,0.0,buy
vwap_roll_dev_5,0.0,buy
signed_amount,0.0,buy
signed_volume_mean_48,0.0,buy
is_open_30min,0.0,buy
is_close_30min,0.0,buy
is_after_lunch_open,0.0,buy
gap_days,0.0,buy
is_normal_day,0.0,buy
is_after_holiday,0.0,buy
ret_prev_3,0.018784161003113347,sell
parkinson_vol_20,0.017322285835283186,sell
mom_change_3,0.017141600590231017,sell
range_vol_20,0.016574302427193703,sell
amihud_10,0.014857116966440135,sell
parkinson_vol_10,0.014578807744748838,sell
amihud,0.013948618638842331,sell
clv_sum_5,0.0122632434293826,sell
signed_amount_mean_10,0.012163407616756529,sell
mom_10_48,0.012111617370041386,sell
vol_20,0.011310583731479603,sell
down_volume_ratio_mean_20,0.011241094054355605,sell
vwap_spread_48_day,0.011041674050558947,sell
range_per_volume_20,0.01102178593469959,sell
signed_amount_sum_10,0.010674337692105716,sell
range_per_volume_48,0.010646088029682152,sell
up_volume_ratio_mean_10,0.01039758512584014,sell
volume_ratio_20,0.010197536862815913,sell
up_amount_ratio_mean_10,0.010183040528805979,sell
amount_ratio_20,0.010123077637077676,sell
amount_ratio_10,0.010115667645511525,sell
ret_1,0.009956499196171996,sell
down_amount_ratio_mean_10,0.009472771800470339,sell
amihud_48,0.00914987592759617,sell
range_vol_48,0.008992831894079132,sell
vol_ratio_5_20,0.008951960938969725,sell
signed_amount_mean_5,0.008852284652933164,sell
ret_volume,0.008842387025740464,sell
ret_prev_6,0.008670385516409631,sell
range_mean_10,0.008346030868052344,sell
log_ret_1,0.008312105255683214,sell
log_volume_ratio_10,0.008309005797031388,sell
bar_in_day_pct,0.008301372330432833,sell
log_amount_same_bar_ratio,0.008295479998333266,sell
vol_48,0.00821662260988856,sell
vwap_roll_slope_5,0.008061317723079256,sell
signed_volume_mean_20,0.008044761512859119,sell
parkinson_vol_48,0.008024075684336685,sell
clv_volume_mean_48,0.008021104003614232,sell
range_per_volume_10,0.007970681927491669,sell
vwap_spread_20_day,0.007920592725189374,sell
log_volume_ratio_48,0.007882733076556538,sell
clv_mean_10,0.007733086335543329,sell
vol_zscore_20_48,0.007691516297895032,sell
signed_volume,0.007666932566718576,sell
adl_roll_norm_20,0.0075660073818000955,sell
clv_mean_20,0.007330035948198387,sell
log_amount_ratio_5,0.007320471269558566,sell
clv_volume_mean_5,0.007291254425634536,sell
vwap_roll_slope_10,0.007243183731806925,sell
up_volume_ratio_mean_5,0.007236051220735909,sell
vwap_dev_day,0.007096473479200821,sell
ma_dev_5,0.007064726421245818,sell
up_amount_ratio_mean_5,0.006967303423928313,sell
range_vol_10,0.006955163472406237,sell
signed_volume_sum_10,0.006784107123119808,sell
ret_3,0.006746133221658419,sell
range_mean_5,0.006486375804854617,sell
clv_mean_48,0.006355614817401624,sell
ma_gap_5_20,0.006347683255001518,sell
body,0.006295983679943259,sell
clv_volume_mean_20,0.0062552332964024345,sell
signed_amount_mean_20,0.006180947482161204,sell
log_volume_ratio_20,0.006169524850972755,sell
clv_volume_sum_48,0.00613826825322464,sell
ma_slope_48,0.006090410535408207,sell
mom_change_6,0.00591616332224961,sell
price_zscore_10,0.005891090592223186,sell
adl_roll_norm_48,0.005887084726937349,sell
vol_zscore_20_20,0.005823753272745528,sell
vol_zscore_5_20,0.005777048530821672,sell
ret_amount_sum_20,0.005763591816890148,sell
price_zscore_48,0.005755206027985595,sell
signed_volume_mean_48,0.005693342734357535,sell
range_vol_5,0.0056454010474330674,sell
vol_10,0.005491248100078808,sell
clv_sum_10,0.005480354816236009,sell
signed_amount_mean_48,0.005414835995600693,sell
signed_amount,0.005406630136520312,sell
up_volume_ratio_mean_20,0.0053433516238131215,sell
bar_in_day,0.005318688922473441,sell
clv_volume,0.005273137948437932,sell
volume_ratio_48,0.005156860727950344,sell
ret_20,0.005121039204230491,sell
down_volume_ratio_mean_5,0.005066136394935021,sell
ma_slope_20,0.005063987341219844,sell
ret_recent_3,0.005056120601510915,sell
vol_zscore_5_48,0.0049789642230129725,sell
ma_slope_5,0.004917611623102171,sell
down_ratio_3,0.00486965328683268,sell
signed_volume_sum_5,0.004868652294681819,sell
vwap_roll_dev_20,0.004782489676950637,sell
clv_volume_sum_5,0.004757538811197552,sell
vwap_cum_slope_6,0.004755042839379809,sell
vol_zscore_10_48,0.00462120095743316,sell
lower_shadow,0.004546712777717387,sell
clv_volume_sum_20,0.004539537225974493,sell
ret_amount,0.0044093292113452105,sell
vwap_roll_dev_10,0.004385220407031882,sell
up_amount_ratio_mean_20,0.004368069488498242,sell
mom_5_20,0.004360612232454894,sell
clv,0.004346328292491476,sell
signed_volume_mean_10,0.004306402667787493,sell
amount_change,0.0043013513740005815,sell
intraday_range_position,0.004207022086074272,sell
log_volume_ratio_5,0.004102705702482413,sell
clv_sum_20,0.004096449149406779,sell
ma_gap_10_48,0.004055546919510142,sell
volume_ratio_10,0.003951114788735957,sell
vol_5,0.003933415640349516,sell
mom_z_10_48,0.0039058405422182302,sell
vwap_bar_dev,0.003857195322269739,sell
upper_shadow,0.0038436919127698135,sell
amount_same_bar_ratio,0.0037811777164247777,sell
ret_10,0.003774554804245809,sell
signed_volume_sum_48,0.0037673703976879996,sell
log_amount_ratio_20,0.0036895977244253207,sell
vwap_roll_slope_20,0.0036791552081764877,sell
down_amount_ratio_mean_5,0.0036409681659270543,sell
down_amount_ratio,0.003567736455682453,sell
vwap_roll_dev_5,0.0035130291104552274,sell
ret_volume_sum_10,0.003474444253519506,sell
log_amount_ratio_10,0.003310016455313978,sell
signed_amount_sum_20,0.003244010763059932,sell
signed_amount_sum_48,0.0032210194534047385,sell
log_ret_48,0.0032090997771365443,sell
bar_range,0.003142801967861089,sell
ma_dev_48,0.003136188050156508,sell
ma_dev_10,0.003091548101825379,sell
up_ratio_3,0.0030894524352635326,sell
mom_3_10,0.003077693875100949,sell
clv_mean_5,0.0030357291150559544,sell
volume_change,0.0029568487520038145,sell
signed_amount_sum_5,0.002955254231796509,sell
parkinson_vol_5,0.002940408073349753,sell
adl_roll_norm_10,0.0028735440065583468,sell
amount_ratio_48,0.002858480693372644,sell
down_volume_ratio_mean_10,0.002852128989588218,sell
vwap_roll_slope_48,0.0028234802626899186,sell
vwap_cum_slope_3,0.0028056079061477127,sell
vol_ratio_10_48,0.002793947389815207,sell
is_afternoon,0.00278234655785323,sell
range_per_volume,0.002774050293318934,sell
mom_z_3_20,0.002747668422248371,sell
ret_amount_sum_5,0.002727634361754826,sell
volume_ratio_5,0.00269871133582947,sell
up_amount_ratio,0.0026933893427560944,sell
range_mean_20,0.0026813465334922858,sell
price_zscore_20,0.0026690205110220184,sell
log_ret_5,0.0025128689876124117,sell
down_amount_ratio_mean_20,0.0024675000514870382,sell
vwap_roll_dev_48,0.002453958110948528,sell
clv_volume_mean_10,0.0024523576178647386,sell
signed_volume_mean_5,0.0024171367250133244,sell
log_ret_3,0.0023766612460499087,sell
signed_volume_sum_20,0.0021980672537349672,sell
log_volume_same_bar_ratio,0.0021175698337715537,sell
log_amount_ratio_48,0.002101981587936139,sell
close_position,0.002090595745157367,sell
ma_dev_20,0.0018647410510123515,sell
ret_48,0.001851733729535395,sell
vol_zscore_10_20,0.0017945221536531902,sell
mom_z_5_20,0.0017395578918928207,sell
down_volume_ratio,0.0017308043583083473,sell
clv_sum_48,0.001557853108886428,sell
range_mean_48,0.0014878184428374493,sell
log_ret_20,0.0013722898828048378,sell
volume_same_bar_ratio,0.0013705966450324046,sell
is_morning,0.0013200723061397677,sell
amihud_20,0.0012967231429975889,sell
up_volume_ratio,0.0012953992521095878,sell
log_ret_10,0.0011384890295082712,sell
clv_volume_sum_10,0.0011199528448992693,sell
amount_ratio_5,0.0009488547276976887,sell
up_ratio_20,0.0007379105746307879,sell
ret_5,0.0006973855197001073,sell
ret_volume_sum_20,0.0006276108673592234,sell
ret_amount_sum_10,0.000569724072568838,sell
ma_slope_10,0.0004920267314632409,sell
down_ratio_10,3.775164699573336e-18,sell
down_ratio_5,3.610817876105217e-18,sell
up_ratio_5,1.7057303785505756e-18,sell
up_bar,0.0,sell
down_bar,0.0,sell
up_ratio_10,0.0,sell
down_ratio_20,0.0,sell
ret_volume_sum_5,0.0,sell
is_open_30min,0.0,sell
is_close_30min,0.0,sell
is_after_lunch_open,0.0,sell
gap_days,0.0,sell
is_normal_day,0.0,sell
is_after_weekend,0.0,sell
is_after_holiday,0.0,sell
