feature,split,mean,std,min,max,abs_mean,abs_max,nan_count
ret_recent_3,train,4.440892098500626e-18,1.0,-7.359810548278776,6.5258211110361675,4.440892098500626e-18,7.359810548278776,0
ret_prev_3,train,1.3322676295501878e-17,0.9999999999999999,-7.361868702374685,6.527102803677703,1.3322676295501878e-17,7.361868702374685,0
ret_prev_6,train,4.440892098500626e-18,1.0,-6.509472822117381,5.114295282773306,4.440892098500626e-18,6.509472822117381,0
mom_change_3,train,4.024558464266192e-18,0.9999999999999998,-7.094434672168848,5.665152828606252,4.024558464266192e-18,7.094434672168848,0
mom_change_6,train,4.440892098500626e-18,0.9999999999999998,-5.859026661250517,4.871447649817938,4.440892098500626e-18,5.859026661250517,0
up_bar,train,8.43769498715119e-17,1.0,-0.9171678024798071,1.0903130237413852,8.43769498715119e-17,1.0903130237413852,0
down_bar,train,0.0,1.0000000000000002,-1.0285318728677413,0.9722596123461019,0.0,1.0285318728677413,0
up_ratio_3,train,-4.884981308350689e-17,1.0,-1.6209329202290053,1.9285552262578678,4.884981308350689e-17,1.9285552262578678,0
down_ratio_3,train,-1.3322676295501878e-16,0.9999999999999999,-1.8382230476353123,1.7362029716677052,1.3322676295501878e-16,1.8382230476353123,0
up_ratio_5,train,-1.0658141036401502e-16,1.0,-2.087392103616617,2.4827055507164246,1.0658141036401502e-16,2.4827055507164246,0
down_ratio_5,train,-3.1086244689504386e-17,1.0,-2.3870886006956353,2.255359145886371,3.1086244689504386e-17,2.3870886006956353,0
up_ratio_10,train,8.881784197001253e-17,0.9999999999999999,-2.3514306042731894,2.922960306915249,8.881784197001253e-17,2.922960306915249,0
down_ratio_10,train,-1.9539925233402755e-16,1.0,-2.798116037652758,2.6039782733510584,1.9539925233402755e-16,2.798116037652758,0
up_ratio_20,train,-1.7763568394002505e-17,1.0,-2.7951957738119027,3.1371619727609845,1.7763568394002505e-17,3.1371619727609845,0
down_ratio_20,train,1.092459456231154e-15,1.0,-2.9895264972419855,2.7107474733668973,1.092459456231154e-15,2.9895264972419855,0
body,train,-2.220446049250313e-18,0.9999999999999999,-4.197585515923704,5.694390722228908,2.220446049250313e-18,5.694390722228908,0
bar_range,train,-4.4408920985006264e-17,0.9999999999999998,-1.138167638385134,7.670748727112153,4.4408920985006264e-17,7.670748727112153,0
upper_shadow,train,7.327471962526034e-17,1.0,-0.7699293831839367,7.248319240518445,7.327471962526034e-17,7.248319240518445,0
lower_shadow,train,7.105427357601002e-17,1.0,-0.733921502898306,8.092653421406162,7.105427357601002e-17,8.092653421406162,0
close_position,train,1.942890293094024e-16,1.0,-1.3317092976567029,1.545966765864934,1.942890293094024e-16,1.545966765864934,0
vol_5,train,8.881784197001253e-17,1.0,-1.0013934768843529,10.850136151715674,8.881784197001253e-17,10.850136151715674,0
range_mean_5,train,2.6645352591003756e-17,1.0,-1.428891143495867,5.725925403870274,2.6645352591003756e-17,5.725925403870274,0
range_vol_5,train,6.217248937900877e-17,0.9999999999999999,-1.0360052662414654,6.908185709370203,6.217248937900877e-17,6.908185709370203,0
vol_10,train,2.6645352591003756e-17,0.9999999999999999,-1.058590902736746,8.062377981025504,2.6645352591003756e-17,8.062377981025504,0
range_mean_10,train,3.552713678800501e-17,1.0,-1.55007832799832,5.794208821641103,3.552713678800501e-17,5.794208821641103,0
range_vol_10,train,-1.4210854715202004e-16,1.0,-1.1923326445949274,5.453508703953455,1.4210854715202004e-16,5.453508703953455,0
vol_20,train,-5.329070518200751e-17,1.0,-1.1325894186461334,6.1207830497738005,5.329070518200751e-17,6.1207830497738005,0
range_mean_20,train,-3.1974423109204507e-16,1.0,-1.6493743733117812,4.783323043221864,3.1974423109204507e-16,4.783323043221864,0
range_vol_20,train,2.6645352591003756e-16,1.0,-1.3922231362367607,4.010314940850627,2.6645352591003756e-16,4.010314940850627,0
vol_48,train,-1.4210854715202004e-16,1.0,-1.203204586183594,4.153472027825678,1.4210854715202004e-16,4.153472027825678,0
range_mean_48,train,-3.907985046680551e-16,1.0,-1.4873737181771447,3.402528172039448,3.907985046680551e-16,3.402528172039448,0
range_vol_48,train,-3.9968028886505636e-16,1.0,-1.5750130976089434,3.1503325122997166,3.9968028886505636e-16,3.1503325122997166,0
parkinson_vol_5,train,-2.3092638912203257e-16,1.0,-1.3505768575410253,5.453885219529463,2.3092638912203257e-16,5.453885219529463,0
parkinson_vol_10,train,4.1744385725905884e-16,1.0,-1.4820250451952768,5.071809416274258,4.1744385725905884e-16,5.071809416274258,0
parkinson_vol_20,train,2.1316282072803005e-16,1.0,-1.6106280203701155,4.2900090751107625,2.1316282072803005e-16,4.2900090751107625,0
parkinson_vol_48,train,-4.618527782440651e-16,1.0,-1.605887820693357,3.210232772433914,4.618527782440651e-16,3.210232772433914,0
vol_ratio_5_20,train,3.8857805861880476e-17,0.9999999999999999,-2.033161816591452,2.7466848189484443,3.8857805861880476e-17,2.7466848189484443,0
vol_ratio_10_48,train,3.108624468950438e-16,1.0,-1.9629497514097063,3.0404889455027115,3.108624468950438e-16,3.0404889455027115,0
mom_z_3_20,train,2.220446049250313e-18,1.0,-3.7951624074921373,3.801191678056634,2.220446049250313e-18,3.801191678056634,0
mom_z_5_20,train,-3.1086244689504386e-17,1.0,-3.402594399106179,3.3887403771813664,3.1086244689504386e-17,3.402594399106179,0
mom_z_10_48,train,-8.881784197001253e-18,1.0,-3.3228351232400017,3.8877176023918154,8.881784197001253e-18,3.8877176023918154,0
vol_zscore_5_20,train,1.1657341758564143e-17,1.0,-2.2051849824221588,3.5477798518199672,1.1657341758564143e-17,3.5477798518199672,0
vol_zscore_5_48,train,-4.440892098500626e-18,0.9999999999999998,-1.9844075856519083,5.538403494992286,4.440892098500626e-18,5.538403494992286,0
vol_zscore_10_20,train,-4.440892098500626e-18,1.0,-2.4845260614209943,3.211480162913927,4.440892098500626e-18,3.211480162913927,0
vol_zscore_10_48,train,-1.9984014443252817e-17,0.9999999999999999,-2.275256242180883,5.155836130619034,1.9984014443252817e-17,5.155836130619034,0
vol_zscore_20_20,train,-4.996003610813204e-18,1.0,-2.793739486491764,2.958084615295349,4.996003610813204e-18,2.958084615295349,0
vol_zscore_20_48,train,-1.7763568394002505e-17,0.9999999999999998,-2.3074141013696643,4.4370214320824966,1.7763568394002505e-17,4.4370214320824966,0
vwap_bar_dev,train,-6.661338147750939e-18,1.0,-4.777371414962147,5.659592513734913,6.661338147750939e-18,5.659592513734913,0
vwap_dev_day,train,0.0,1.0,-3.5422863721578532,4.982043830882102,0.0,4.982043830882102,0
vwap_cum_slope_3,train,1.7763568394002505e-17,0.9999999999999999,-9.887673389500744,9.172997558952597,1.7763568394002505e-17,9.887673389500744,0
vwap_cum_slope_6,train,-1.3322676295501878e-17,0.9999999999999999,-8.758142687244884,10.02029313864333,1.3322676295501878e-17,10.02029313864333,0
vwap_roll_dev_5,train,-3.3306690738754695e-17,0.9999999999999998,-4.082881640628809,5.608710933003213,3.3306690738754695e-17,5.608710933003213,0
vwap_roll_slope_5,train,-8.881784197001253e-18,0.9999999999999999,-6.195913197042561,9.740331681733572,8.881784197001253e-18,9.740331681733572,0
vwap_roll_dev_10,train,-8.881784197001253e-18,1.0,-3.3616998673063927,5.8870304822847235,8.881784197001253e-18,5.8870304822847235,0
vwap_roll_slope_10,train,-8.881784197001253e-18,1.0,-5.966469313713695,9.823507963311924,8.881784197001253e-18,9.823507963311924,0
vwap_roll_dev_20,train,-2.6645352591003756e-17,1.0,-3.001844752903003,4.950836610506159,2.6645352591003756e-17,4.950836610506159,0
vwap_roll_slope_20,train,0.0,0.9999999999999999,-5.473401497582029,9.638888853593091,0.0,9.638888853593091,0
vwap_roll_dev_48,train,-3.552713678800501e-17,1.0,-3.044240839783202,4.502705368369521,3.552713678800501e-17,4.502705368369521,0
vwap_roll_slope_48,train,0.0,1.0,-6.310090566125807,6.301231403365589,0.0,6.310090566125807,0
vwap_spread_20_day,train,3.552713678800501e-17,1.0,-5.2024259052958755,5.124732098946272,3.552713678800501e-17,5.2024259052958755,0
vwap_spread_48_day,train,0.0,1.0,-6.2410869234644615,4.431142894414531,0.0,6.2410869234644615,0
clv,train,1.6653345369377347e-17,1.0,-1.3317092976636165,1.5459667658584149,1.6653345369377347e-17,1.5459667658584149,0
clv_mean_5,train,3.9968028886505634e-17,1.0,-2.7572723614891372,3.0853105791235054,3.9968028886505634e-17,3.0853105791235054,0
clv_sum_5,train,4.440892098500626e-18,1.0,-2.757272361489138,3.085310579123505,4.440892098500626e-18,3.085310579123505,0
clv_mean_10,train,8.881784197001253e-18,1.0,-3.000219675308175,3.228061544769778,8.881784197001253e-18,3.228061544769778,0
clv_sum_10,train,-1.7763568394002505e-17,1.0,-3.0002196753081756,3.228061544769778,1.7763568394002505e-17,3.228061544769778,0
clv_mean_20,train,8.881784197001253e-18,1.0,-2.717308436442575,2.807896949205224,8.881784197001253e-18,2.807896949205224,0
clv_sum_20,train,6.217248937900877e-17,1.0,-2.717308436442575,2.8078969492052237,6.217248937900877e-17,2.8078969492052237,0
clv_mean_48,train,2.6645352591003756e-17,1.0,-2.507607112196372,2.7572367514626475,2.6645352591003756e-17,2.7572367514626475,0
clv_sum_48,train,-8.881784197001253e-18,1.0,-2.507607112196373,2.7572367514626475,8.881784197001253e-18,2.7572367514626475,0
clv_volume,train,2.886579864025407e-17,1.0,-1.5106629753196523,1.734003335147632,2.886579864025407e-17,1.734003335147632,0
clv_volume_sum_5,train,3.552713678800501e-17,1.0,-2.75819725280588,3.3016881448939426,3.552713678800501e-17,3.3016881448939426,0
clv_volume_mean_5,train,4.440892098500626e-18,1.0,-2.75819725280588,3.3016881448939417,4.440892098500626e-18,3.3016881448939417,0
clv_volume_sum_10,train,-1.3322676295501878e-17,1.0,-3.034849186979137,3.2989372697840373,1.3322676295501878e-17,3.2989372697840373,0
clv_volume_mean_10,train,3.1086244689504386e-17,1.0,-3.0348491869791365,3.298937269784038,3.1086244689504386e-17,3.298937269784038,0
clv_volume_sum_20,train,2.6645352591003756e-17,1.0,-2.630075424025931,2.86261203925505,2.6645352591003756e-17,2.86261203925505,0
clv_volume_mean_20,train,-1.1102230246251565e-16,0.9999999999999999,-2.630075424025931,2.8626120392550494,1.1102230246251565e-16,2.8626120392550494,0
clv_volume_sum_48,train,-7.105427357601002e-17,1.0,-2.4959670775068417,2.759220620434267,7.105427357601002e-17,2.759220620434267,0
clv_volume_mean_48,train,-4.4408920985006264e-17,1.0,-2.4959670775068417,2.7592206204342666,4.4408920985006264e-17,2.7592206204342666,0
adl_roll_norm_10,train,-3.1086244689504386e-17,1.0,-2.849473790076075,3.3820399911465384,3.1086244689504386e-17,3.3820399911465384,0
adl_roll_norm_20,train,4.884981308350689e-17,0.9999999999999999,-2.437001191721145,3.195133122478434,4.884981308350689e-17,3.195133122478434,0
adl_roll_norm_48,train,6.217248937900877e-17,1.0,-2.212201324579004,3.0617106506564684,6.217248937900877e-17,3.0617106506564684,0
volume_ratio_5,train,1.5709655798445965e-16,1.0,-1.6254517159332558,6.025275326241801,1.5709655798445965e-16,6.025275326241801,0
amount_ratio_5,train,3.3195668436292183e-16,0.9999999999999999,-1.6228670574382336,6.083403297353241,3.3195668436292183e-16,6.083403297353241,0
log_volume_ratio_5,train,3.9690473130349345e-17,1.0,-2.750295138020609,3.3834884151631295,3.9690473130349345e-17,3.3834884151631295,0
log_amount_ratio_5,train,-2.1371793224034264e-17,1.0,-2.7478146145427504,3.402599410830804,2.1371793224034264e-17,3.402599410830804,0
volume_ratio_10,train,-9.325873406851315e-17,1.0,-1.3447428421343608,8.085203068442645,9.325873406851315e-17,8.085203068442645,0
amount_ratio_10,train,-9.325873406851315e-17,1.0,-1.3425948096283156,8.183511282444666,9.325873406851315e-17,8.183511282444666,0
log_volume_ratio_10,train,1.1657341758564143e-17,0.9999999999999999,-2.795877809496495,3.6274905093983794,1.1657341758564143e-17,3.6274905093983794,0
log_amount_ratio_10,train,-4.5519144009631415e-17,1.0,-2.8067721340309326,3.650323136214001,4.5519144009631415e-17,3.650323136214001,0
volume_ratio_20,train,-2.7755575615628914e-17,1.0,-1.124505024777151,9.219225823197672,2.7755575615628914e-17,9.219225823197672,0
amount_ratio_20,train,-9.547918011776346e-17,0.9999999999999999,-1.1177695839789297,9.327852600730942,9.547918011776346e-17,9.327852600730942,0
log_volume_ratio_20,train,-3.164135620181696e-17,1.0,-2.770088205752572,3.546785655796653,3.164135620181696e-17,3.546785655796653,0
log_amount_ratio_20,train,1.3877787807814457e-17,1.0,-2.7643196571956685,3.5686374828840375,1.3877787807814457e-17,3.5686374828840375,0
volume_ratio_48,train,-2.220446049250313e-18,1.0,-0.9916955506552494,9.043292866997609,2.220446049250313e-18,9.043292866997609,0
amount_ratio_48,train,7.882583474838611e-17,1.0,-0.9805128703477257,9.238192835650706,7.882583474838611e-17,9.238192835650706,0
log_volume_ratio_48,train,-4.662936703425657e-17,1.0,-2.5037677112536727,3.619477853759278,4.662936703425657e-17,3.619477853759278,0
log_amount_ratio_48,train,-2.220446049250313e-18,0.9999999999999999,-2.4903294937650404,3.657801725465767,2.220446049250313e-18,3.657801725465767,0
volume_change,train,-1.1102230246251566e-18,0.9999999999999998,-1.2466321606927093,11.36887089535904,1.1102230246251566e-18,11.36887089535904,0
amount_change,train,2.2204460492503132e-17,0.9999999999999999,-1.2404092074204303,11.480195643459556,2.2204460492503132e-17,11.480195643459556,0
ret_volume,train,0.0,0.9999999999999998,-7.52570100522355,7.683016214644496,0.0,7.683016214644496,0
ret_amount,train,8.881784197001253e-18,1.0,-7.432359722363771,7.572766964565273,8.881784197001253e-18,7.572766964565273,0
ret_volume_sum_5,train,-8.881784197001253e-18,1.0,-7.62009483359867,6.233160569920374,8.881784197001253e-18,7.62009483359867,0
ret_amount_sum_5,train,-1.3322676295501878e-17,1.0,-7.383533175958375,6.179215604698881,1.3322676295501878e-17,7.383533175958375,0
ret_volume_sum_10,train,0.0,1.0,-6.916658850672167,5.25774994949773,0.0,6.916658850672167,0
ret_amount_sum_10,train,0.0,1.0,-6.763631245446561,5.2375065763266715,0.0,6.763631245446561,0
ret_volume_sum_20,train,5.329070518200751e-17,1.0,-4.953235088695391,4.356381229477719,5.329070518200751e-17,4.953235088695391,0
ret_amount_sum_20,train,0.0,1.0,-4.847718851689024,4.351547991174264,0.0,4.847718851689024,0
signed_volume,train,-3.1086244689504386e-17,1.0,-1.142555203478938,1.2683878292007185,3.1086244689504386e-17,1.2683878292007185,0
signed_amount,train,3.3306690738754695e-17,1.0,-1.116353046308089,1.232201427906572,3.3306690738754695e-17,1.232201427906572,0
signed_volume_sum_5,train,1.7763568394002505e-17,1.0,-2.4550590547262114,2.7412511122332335,1.7763568394002505e-17,2.7412511122332335,0
signed_amount_sum_5,train,4.440892098500626e-18,1.0,-2.3958244222920824,2.705088198089477,4.440892098500626e-18,2.705088198089477,0
signed_volume_mean_5,train,8.881784197001253e-18,1.0,-2.4550590547262114,2.7412511122332335,8.881784197001253e-18,2.7412511122332335,0
signed_amount_mean_5,train,-1.7763568394002505e-17,1.0,-2.3958244222920833,2.7050881980894776,1.7763568394002505e-17,2.7050881980894776,0
signed_volume_sum_10,train,-8.881784197001253e-18,0.9999999999999999,-2.791847652248377,3.102775646341576,8.881784197001253e-18,3.102775646341576,0
signed_amount_sum_10,train,-2.6645352591003756e-17,0.9999999999999998,-2.759393851841112,3.049337010118813,2.6645352591003756e-17,3.049337010118813,0
signed_volume_mean_10,train,1.7763568394002505e-17,1.0,-2.791847652248377,3.1027756463415765,1.7763568394002505e-17,3.1027756463415765,0
signed_amount_mean_10,train,-2.2204460492503132e-17,1.0,-2.759393851841112,3.049337010118813,2.2204460492503132e-17,3.049337010118813,0
signed_volume_sum_20,train,0.0,1.0,-2.645904547327766,3.2492225097796896,0.0,3.2492225097796896,0
signed_amount_sum_20,train,-1.7763568394002505e-17,1.0,-2.663845755201355,3.1968153213059156,1.7763568394002505e-17,3.1968153213059156,0
signed_volume_mean_20,train,-3.552713678800501e-17,1.0,-2.645904547327766,3.2492225097796896,3.552713678800501e-17,3.2492225097796896,0
signed_amount_mean_20,train,3.552713678800501e-17,1.0,-2.663845755201355,3.196815321305916,3.552713678800501e-17,3.196815321305916,0
signed_volume_sum_48,train,-8.881784197001253e-18,0.9999999999999999,-2.584742401132799,3.3347308708573142,8.881784197001253e-18,3.3347308708573142,0
signed_amount_sum_48,train,0.0,1.0,-2.574205158334057,3.287804570267296,0.0,3.287804570267296,0
signed_volume_mean_48,train,1.7763568394002505e-17,1.0,-2.584742401132799,3.3347308708573147,1.7763568394002505e-17,3.3347308708573147,0
signed_amount_mean_48,train,-3.552713678800501e-17,1.0,-2.5742051583340566,3.287804570267295,3.552713678800501e-17,3.287804570267295,0
up_volume_ratio,train,2.2204460492503132e-17,1.0,-0.6122910023511062,8.842811506823763,2.2204460492503132e-17,8.842811506823763,0
down_volume_ratio,train,-1.3322676295501878e-17,1.0,-0.7335936398086845,5.87009977625198,1.3322676295501878e-17,5.87009977625198,0
up_amount_ratio,train,4.884981308350689e-17,1.0,-0.608573151375297,8.95850560900382,4.884981308350689e-17,8.95850560900382,0
down_amount_ratio,train,-1.5543122344752193e-17,1.0,-0.7348587627349069,5.945535243305697,1.5543122344752193e-17,5.945535243305697,0
up_volume_ratio_mean_5,train,2.2204460492503132e-17,1.0,-1.01240987188474,6.862383681747294,2.2204460492503132e-17,6.862383681747294,0
down_volume_ratio_mean_5,train,-9.325873406851315e-17,1.0,-1.2353077257834633,7.106334386910853,9.325873406851315e-17,7.106334386910853,0
up_amount_ratio_mean_5,train,6.217248937900877e-17,1.0,-1.002422677227802,6.870070755191652,6.217248937900877e-17,6.870070755191652,0
down_amount_ratio_mean_5,train,-3.1086244689504386e-17,1.0,-1.2438165772871592,7.012764594554453,3.1086244689504386e-17,7.012764594554453,0
up_volume_ratio_mean_10,train,-1.554312234475219e-16,1.0,-1.2287229854512454,5.553967018025875,1.554312234475219e-16,5.553967018025875,0
down_volume_ratio_mean_10,train,-1.509903313490213e-16,1.0,-1.44920606804611,5.501270087228099,1.509903313490213e-16,5.501270087228099,0
up_amount_ratio_mean_10,train,-2.6645352591003756e-17,1.0,-1.2165071365067537,5.550743024674082,2.6645352591003756e-17,5.550743024674082,0
down_amount_ratio_mean_10,train,-2.1316282072803005e-16,0.9999999999999998,-1.4600604850124996,5.454803263478781,2.1316282072803005e-16,5.454803263478781,0
up_volume_ratio_mean_20,train,5.329070518200751e-17,1.0,-1.6064874168435535,4.832279233303126,5.329070518200751e-17,4.832279233303126,0
down_volume_ratio_mean_20,train,2.842170943040401e-16,1.0,-1.648413054332402,4.418782054749307,2.842170943040401e-16,4.418782054749307,0
up_amount_ratio_mean_20,train,1.9539925233402755e-16,1.0,-1.587312976133029,4.8714542217969825,1.9539925233402755e-16,4.8714542217969825,0
down_amount_ratio_mean_20,train,-2.042810365310288e-16,1.0,-1.6462394734789925,4.381602320897441,2.042810365310288e-16,4.381602320897441,0
bar_in_day,train,-1.2878587085651815e-16,1.0,-1.6924704656789558,1.7040330307732607,1.2878587085651815e-16,1.7040330307732607,0
bar_in_day_pct,train,5.10702591327572e-17,1.0,-1.6924704656789555,1.704033030773261,5.10702591327572e-17,1.704033030773261,0
is_morning,train,3.219646771412954e-17,0.9999999999999999,-1.0050125627355517,0.995012437733208,3.219646771412954e-17,1.0050125627355517,0
is_afternoon,train,1.2212453270876722e-17,1.0,-0.9950124377332081,1.005012562735552,1.2212453270876722e-17,1.005012562735552,0
is_open_30min,train,9.992007221626409e-17,1.0,-0.3790436028940799,2.6382189077055616,9.992007221626409e-17,2.6382189077055616,0
is_close_30min,train,-9.992007221626408e-18,1.0,-0.37580156842440476,2.660978782479876,9.992007221626408e-18,2.660978782479876,0
is_after_lunch_open,train,1.0325074129013956e-16,1.0,-0.3790436028940799,2.6382189077055616,1.0325074129013956e-16,2.6382189077055616,0
gap_days,train,-8.881784197001253e-18,0.9999999999999998,-0.43287306929761815,6.101060052175863,8.881784197001253e-18,6.101060052175863,0
is_normal_day,train,-1.7541523789077474e-16,1.0,-1.8829377433825436,0.5310850045437943,1.7541523789077474e-16,1.8829377433825436,0
is_after_weekend,train,4.662936703425657e-17,1.0,-0.5078007830046403,1.969276207261898,4.662936703425657e-17,1.969276207261898,0
is_after_holiday,train,9.769962616701378e-17,0.9999999999999998,-0.12340351046845904,8.103497187428811,9.769962616701378e-17,8.103497187428811,0
volume_same_bar_ratio,train,8.881784197001253e-17,1.0,-0.8210207719673137,10.84309770166102,8.881784197001253e-17,10.84309770166102,0
amount_same_bar_ratio,train,7.105427357601002e-17,1.0,-0.7932686506904745,10.05850982196484,7.105427357601002e-17,10.05850982196484,0
log_volume_same_bar_ratio,train,3.552713678800501e-17,0.9999999999999998,-2.403053617480615,4.040759081002213,3.552713678800501e-17,4.040759081002213,0
log_amount_same_bar_ratio,train,7.105427357601002e-17,1.0,-2.32969939513746,3.922310744497004,7.105427357601002e-17,3.922310744497004,0
price_zscore_10,train,-2.6645352591003756e-17,1.0,-2.1939360035767685,2.4859473598416777,2.6645352591003756e-17,2.4859473598416777,0
price_zscore_20,train,-8.881784197001253e-18,0.9999999999999999,-2.5987802121627843,3.0870512581391165,8.881784197001253e-18,3.0870512581391165,0
price_zscore_48,train,8.881784197001253e-18,1.0,-2.9373370217266985,3.3948711658869537,8.881784197001253e-18,3.3948711658869537,0
intraday_range_position,train,1.865174681370263e-16,1.0,-1.4750648055824613,1.8775116492348995,1.865174681370263e-16,1.8775116492348995,0
amihud,train,2.1316282072803005e-16,1.0,-1.0338823093668015,6.051709427122305,2.1316282072803005e-16,6.051709427122305,0
amihud_10,train,-7.105427357601002e-17,1.0,-1.4876524599990908,4.56591366169895,7.105427357601002e-17,4.56591366169895,0
amihud_20,train,-1.4210854715202004e-16,0.9999999999999999,-1.599695194854012,3.4893351277589537,1.4210854715202004e-16,3.4893351277589537,0
amihud_48,train,-7.105427357601002e-17,1.0,-1.5726336566307046,2.8134459266006853,7.105427357601002e-17,2.8134459266006853,0
range_per_volume,train,-2.1316282072803005e-16,1.0,-1.490343595714441,5.573115107296597,2.1316282072803005e-16,5.573115107296597,0
range_per_volume_10,train,0.0,1.0,-1.6830834898492535,4.252428995807944,0.0,4.252428995807944,0
range_per_volume_20,train,2.842170943040401e-16,1.0,-1.8232860886360995,3.955478073900765,2.842170943040401e-16,3.955478073900765,0
range_per_volume_48,train,2.486899575160351e-16,1.0,-1.7520934444822505,3.3573889252964237,2.486899575160351e-16,3.3573889252964237,0
ret_1,valid,0.0022960498473691203,0.902981220071357,-5.054675715252411,7.044690864640844,0.0022960498473691203,7.044690864640844,0
log_ret_1,valid,0.00267894449140207,0.9026871359036244,-5.112523096492659,6.956436002598237,0.00267894449140207,6.956436002598237,0
ret_3,valid,0.014482264576688123,0.8173070303476964,-4.882291717126079,4.84339826449792,0.014482264576688123,4.882291717126079,0
log_ret_3,valid,0.015797066991728923,0.8165687408368898,-4.9813725935976505,4.76610379046821,0.015797066991728923,4.9813725935976505,0
ret_5,valid,0.017827630114081047,0.7693553781901675,-4.698625396405942,4.332426890269041,0.017827630114081047,4.698625396405942,0
log_ret_5,valid,0.019933519513230923,0.7686437596414846,-4.814343857830075,4.247757642311587,0.019933519513230923,4.814343857830075,0
ret_10,valid,0.03173741751265119,0.7751727189719264,-3.227783648656631,4.287137643597435,0.03173741751265119,4.287137643597435,0
log_ret_10,valid,0.03471590393727628,0.7722533728725546,-3.2995085359102387,4.162075605609338,0.03471590393727628,4.162075605609338,0
ret_20,valid,0.05808415731447398,0.8032152845148289,-2.7961873992913793,3.4461863929859198,0.05808415731447398,3.4461863929859198,0
log_ret_20,valid,0.061967793574472595,0.8005154550013606,-2.8751883662702964,3.3352952741535193,0.061967793574472595,3.3352952741535193,0
ret_48,valid,0.08087697274568847,0.8168217837449228,-2.1710211538197246,2.215627419944524,0.08087697274568847,2.215627419944524,0
log_ret_48,valid,0.08690706732602838,0.8209945472024921,-2.252523635264006,2.1643922777088416,0.08690706732602838,2.252523635264006,0
ma_dev_5,valid,0.013783498977088143,0.8278894684111866,-5.691233140928238,5.523895478420871,0.013783498977088143,5.691233140928238,0
ma_slope_5,valid,0.01957481844663257,0.7674281696847488,-4.746632315953799,4.212043950984673,0.01957481844663257,4.746632315953799,0
ma_dev_10,valid,0.023957820063635445,0.778791883025521,-4.966710429529468,3.954673296026338,0.023957820063635445,4.966710429529468,0
