feature,importance
clv_mean_48,0.0033258865435140217
vwap_bar_dev,0.0033252292421155683
down_amount_ratio_mean_5,0.0032860669629352596
up_volume_ratio_mean_20,0.0032706481942187593
down_volume_ratio_mean_5,0.0032569616719104123
signed_volume_sum_48,0.0032370506594267554
clv_volume_sum_10,0.0032140784115057552
clv_mean_20,0.003179470486435765
signed_amount_mean_48,0.0031770342006677437
ret_1,0.0031617826072090566
vwap_roll_slope_10,0.0031503390201786294
adl_roll_norm_48,0.003141073980069726
up_volume_ratio_mean_10,0.0031057873283626956
clv_volume_sum_48,0.003102434496323989
vol_zscore_20_20,0.0030995066384922106
adl_roll_norm_10,0.0030852906167839053
signed_amount_sum_48,0.003078274643103116
adl_roll_norm_20,0.003069792399321474
log_ret_1,0.003044524423017687
log_ret_10,0.0029822938131534972
clv_volume_mean_48,0.0029728924724138146
ret_10,0.002953655634454722
clv_volume_mean_20,0.0029333184652940033
vwap_roll_dev_5,0.002919771695165542
signed_amount_sum_10,0.0029141534307563915
up_volume_ratio_mean_5,0.002865474252117862
mom_5_20,0.0028506049033699067
vwap_roll_slope_5,0.0028163523955504867
volume_change,0.0027941326153358543
vol_ratio_5_20,0.0027841358549314044
body,0.0027764815424664202
ret_amount,0.002775958387137897
ret_prev_6,0.0027306239905821096
amount_ratio_5,0.0026909818963992234
clv_volume_mean_10,0.0026764336569592754
signed_volume_sum_10,0.002673245868192121
clv_mean_10,0.002659637678639708
down_volume_ratio_mean_10,0.0026374189195244977
vol_zscore_5_20,0.0026251583203503437
signed_amount_mean_5,0.002571214589707319
clv_sum_10,0.0025377229581935307
log_volume_ratio_5,0.002536530640300676
signed_volume_mean_10,0.0025235052235256304
mom_change_6,0.002513563489772098
amount_change,0.0025006135828003285
ret_prev_3,0.0024985903206110817
amihud,0.002490291379896196
price_zscore_20,0.0024870875381483946
mom_3_10,0.002470164828946743
clv_mean_5,0.0024648215620790897
mom_z_5_20,0.0024405261663476272
signed_amount_mean_10,0.002439843286942599
signed_amount_sum_5,0.002437018653106892
signed_volume_mean_5,0.002423101894443158
signed_volume_sum_5,0.0024015557934115067
lower_shadow,0.0024006154322320774
volume_ratio_5,0.0023280177779362887
ma_dev_5,0.0023097389807476857
mom_change_3,0.002234233635553864
upper_shadow,0.002184346685343059
mom_z_10_48,0.0021705247695600594
clv_sum_5,0.002123032232420877
clv_volume_sum_5,0.0020845600907061935
ret_recent_3,0.0020643537876912253
ret_3,0.0020449152510260632
mom_z_3_20,0.0020215996432962494
clv_volume_mean_5,0.0020172968894007146
clv_volume,0.001946326347614814
price_zscore_10,0.0018941084118893484
log_ret_3,0.0016761195341756959
down_volume_ratio,0.001614542556556567
down_amount_ratio,0.001563041383488798
close_position,0.0014388073426292892
up_amount_ratio,0.0011975720873188247
clv,0.0011691266803656182
down_ratio_20,0.0010902407564176752
up_volume_ratio,0.0010525662797732497
is_open_30min,0.0008532237178348884
up_ratio_20,0.0007131052400694
is_morning,0.0005432822055210235
up_ratio_10,0.00046019029510201934
is_afternoon,0.00038658628913547274
down_ratio_10,0.0003147884894727221
gap_days,0.00023495466599388255
is_after_lunch_open,0.00022244885205634218
is_normal_day,0.00018481661989007444
up_ratio_5,0.00015790063721297598
up_ratio_3,0.00015083238992445405
is_after_weekend,0.00014418574541450702
down_ratio_5,0.000140677242738794
down_ratio_3,0.00011239128555583622
down_bar,0.00011169229111429586
up_bar,9.905091949552388e-05
is_after_holiday,0.0
