feature,importance,side
ret_amount_sum_10,0.0,buy
ret_volume_sum_20,0.0,buy
signed_amount_sum_10,0.0,buy
is_morning,0.0,buy
is_open_30min,0.0,buy
is_close_30min,0.0,buy
gap_days,0.0,buy
is_normal_day,0.0,buy
is_after_weekend,0.0,buy
is_after_holiday,0.0,buy
vwap_roll_dev_10,0.018052145288413205,sell
intraday_range_position,0.016257481636930356,sell
vol_48,0.016120018005952967,sell
signed_volume_sum_10,0.01563751155915123,sell
range_per_volume,0.014330190117887096,sell
mom_change_3,0.014054224517217046,sell
vwap_roll_slope_5,0.012878174847155812,sell
price_zscore_10,0.012607592028870383,sell
volume_ratio_20,0.012503993442515208,sell
range_vol_10,0.012105899217058798,sell
amihud_10,0.011450263978089204,sell
vol_ratio_5_20,0.011190287124941058,sell
vwap_dev_day,0.011102200948824557,sell
range_vol_20,0.011056319592852214,sell
log_volume_ratio_10,0.01101009195764739,sell
clv_volume_mean_20,0.01100993558797523,sell
volume_ratio_5,0.010973406177257172,sell
ret_prev_3,0.010928546166874912,sell
ret_3,0.010693510121231164,sell
ma_dev_48,0.010442196080668462,sell
ret_48,0.009513066851675472,sell
amount_ratio_5,0.009449327013791226,sell
clv_sum_20,0.009431391324045312,sell
vol_zscore_5_20,0.009264377911351006,sell
vol_5,0.008903757560519776,sell
clv_sum_5,0.008882721788970385,sell
mom_z_10_48,0.008836684590669962,sell
mom_5_20,0.008804748749160823,sell
vwap_roll_slope_20,0.00872208936116559,sell
parkinson_vol_20,0.008670910916336753,sell
upper_shadow,0.008650538142125826,sell
signed_volume,0.008643453617807079,sell
vol_zscore_20_48,0.008618091630128603,sell
signed_volume_sum_48,0.008523948146105537,sell
log_volume_ratio_20,0.008520121964805541,sell
signed_amount_mean_10,0.008474447308782312,sell
vol_zscore_10_48,0.008457215599281021,sell
range_mean_20,0.008394173840180708,sell
range_per_volume_48,0.008335575305756621,sell
down_volume_ratio_mean_5,0.008251735192806274,sell
adl_roll_norm_20,0.008222011037526495,sell
adl_roll_norm_10,0.008170174548663487,sell
signed_amount,0.008169155799847706,sell
vwap_roll_dev_20,0.007910997317048996,sell
up_amount_ratio_mean_5,0.00790555811647014,sell
range_vol_48,0.007863619003034651,sell
ret_20,0.007687356976310639,sell
range_mean_5,0.007685142048049893,sell
clv_volume_mean_5,0.007556597464504492,sell
amount_ratio_20,0.007548406429402978,sell
clv_volume_sum_48,0.007508527196728617,sell
lower_shadow,0.007327299183223128,sell
ret_prev_6,0.007304273300420628,sell
ret_volume,0.007279220916796518,sell
ma_dev_5,0.007229842638799974,sell
amount_ratio_10,0.007177936231662228,sell
mom_change_6,0.007123107054689762,sell
vwap_bar_dev,0.0071229940478161466,sell
vwap_cum_slope_3,0.006704979288751178,sell
clv_volume_sum_5,0.00662352616182053,sell
range_per_volume_20,0.006613826003640334,sell
mom_3_10,0.006503713308339137,sell
range_per_volume_10,0.006496691675700486,sell
down_amount_ratio_mean_10,0.0064667915956314655,sell
close_position,0.006388273394697474,sell
body,0.006306965646034326,sell
amount_change,0.006273821214442779,sell
clv_sum_48,0.006254727622458636,sell
clv_mean_48,0.006208458637573803,sell
amihud_48,0.006115876870368932,sell
signed_volume_mean_10,0.00604134054183278,sell
clv,0.006003280197410135,sell
up_ratio_3,0.005982431311105179,sell
log_volume_ratio_5,0.00593863957566569,sell
signed_amount_sum_5,0.00575446942442585,sell
vwap_spread_20_day,0.00574967092156926,sell
log_volume_same_bar_ratio,0.005579460437840341,sell
ma_gap_10_48,0.005550726898759175,sell
vol_20,0.0054450559667496125,sell
ret_1,0.0054385532663956135,sell
amihud,0.005377042578362528,sell
log_ret_48,0.005371685276844398,sell
log_amount_ratio_5,0.005297762061601074,sell
vol_zscore_5_48,0.005285259641092449,sell
range_vol_5,0.005274850591313443,sell
mom_10_48,0.005222458605666482,sell
range_mean_10,0.005213646403047743,sell
clv_volume_sum_10,0.005158255052260077,sell
amount_ratio_48,0.005135291798410332,sell
signed_volume_mean_20,0.005129625638171089,sell
clv_mean_5,0.005072446528047978,sell
signed_amount_sum_10,0.0050648438675139126,sell
volume_ratio_10,0.004983920167056654,sell
price_zscore_20,0.0049244755097704535,sell
vwap_roll_dev_48,0.004756229554718521,sell
ret_recent_3,0.004687006329414797,sell
ret_volume_sum_5,0.004637867145518885,sell
mom_z_5_20,0.004537178509105246,sell
clv_volume_sum_20,0.004509848177687329,sell
ma_slope_20,0.004471535794627582,sell
clv_mean_10,0.0044509424716520606,sell
mom_z_3_20,0.004418364968679687,sell
parkinson_vol_5,0.004405669053127662,sell
bar_in_day,0.004403042938703852,sell
log_ret_3,0.004397321411965994,sell
down_amount_ratio,0.0043890851088300795,sell
parkinson_vol_10,0.0043737958779246685,sell
volume_same_bar_ratio,0.004258302374947888,sell
adl_roll_norm_48,0.004210294091417722,sell
ma_dev_10,0.004166203910686519,sell
ret_amount,0.004147806413974668,sell
vwap_spread_48_day,0.0040944847537288855,sell
ret_amount_sum_10,0.003967602791078322,sell
log_amount_ratio_10,0.003964317761463407,sell
amihud_20,0.003958508579464072,sell
log_amount_ratio_20,0.0038699558513071507,sell
ma_slope_5,0.0038563253199102574,sell
down_volume_ratio_mean_10,0.00381676218552162,sell
range_mean_48,0.0036898978266946903,sell
vol_10,0.0036276800302788115,sell
ret_amount_sum_5,0.0035973222987214924,sell
log_ret_1,0.00355488549739027,sell
ret_volume_sum_10,0.003467173048978571,sell
clv_volume_mean_48,0.0034607387766199633,sell
down_amount_ratio_mean_5,0.0032990389488705856,sell
vwap_roll_slope_48,0.0032909123365639724,sell
down_volume_ratio_mean_20,0.0032006428302113954,sell
ma_dev_20,0.0031573260597170145,sell
log_amount_same_bar_ratio,0.003151216567052439,sell
up_ratio_10,0.0030468601491230596,sell
clv_volume_mean_10,0.0030355569386521764,sell
volume_ratio_48,0.0030147143254764456,sell
signed_volume_mean_48,0.00293595221226418,sell
up_amount_ratio,0.0028365160189184157,sell
amount_same_bar_ratio,0.002799934458955414,sell
ma_slope_48,0.0026352518719223628,sell
vwap_roll_slope_10,0.002623712149054279,sell
log_volume_ratio_48,0.002617609381867272,sell
signed_amount_mean_48,0.002467506798748594,sell
vwap_cum_slope_6,0.002372167593762817,sell
ma_gap_5_20,0.0022698339451016187,sell
up_amount_ratio_mean_10,0.002243813668820226,sell
up_volume_ratio_mean_20,0.0020998346680832143,sell
down_amount_ratio_mean_20,0.0020810300154821093,sell
signed_amount_sum_20,0.0020755424993907042,sell
vol_zscore_20_20,0.0020562740451103238,sell
is_afternoon,0.002030873429760139,sell
up_volume_ratio,0.0020289686050124567,sell
down_volume_ratio,0.0019685205454411854,sell
clv_sum_10,0.001935314142896001,sell
up_volume_ratio_mean_5,0.001927207261612621,sell
up_amount_ratio_mean_20,0.0018958800715940059,sell
log_ret_20,0.0018548985745601711,sell
price_zscore_48,0.0017361271807068651,sell
signed_volume_sum_20,0.0016546822966934582,sell
log_ret_5,0.0016322526878762436,sell
vwap_roll_dev_5,0.0016193207333231742,sell
down_ratio_5,0.0016148061465625749,sell
vol_zscore_10_20,0.0015539997085155341,sell
clv_volume,0.001512709803001986,sell
ret_5,0.001489525513129685,sell
ret_10,0.0014632743175023804,sell
down_ratio_3,0.0014255173563672997,sell
log_amount_ratio_48,0.0014029419030425882,sell
bar_in_day_pct,0.0012649746082277471,sell
ret_volume_sum_20,0.0012605702678427236,sell
is_after_weekend,0.001222607917496596,sell
signed_amount_mean_20,0.0012222692206868273,sell
log_ret_10,0.0011382328852442853,sell
ma_slope_10,0.0008965215168383131,sell
bar_range,0.0008868467137364232,sell
gap_days,0.0008019442046017125,sell
clv_mean_20,0.0007651479270987857,sell
down_ratio_10,0.0005821688835676215,sell
up_volume_ratio_mean_10,0.0004476329953790308,sell
parkinson_vol_48,0.00043630713267476737,sell
ret_amount_sum_20,0.00039695831072700255,sell
signed_amount_sum_48,0.00038356573301297236,sell
signed_volume_mean_5,0.00030737204183317623,sell
signed_amount_mean_5,0.00019736029704494888,sell
volume_change,8.787452475228835e-05,sell
up_bar,0.0,sell
down_bar,0.0,sell
up_ratio_5,0.0,sell
up_ratio_20,0.0,sell
down_ratio_20,0.0,sell
vol_ratio_10_48,0.0,sell
signed_volume_sum_5,0.0,sell
is_morning,0.0,sell
is_open_30min,0.0,sell
is_close_30min,0.0,sell
is_after_lunch_open,0.0,sell
is_normal_day,0.0,sell
is_after_holiday,0.0,sell
