feature,importance,side
is_morning,0.0,buy
is_open_30min,0.0,buy
is_close_30min,0.0,buy
gap_days,0.0,buy
is_normal_day,0.0,buy
is_after_weekend,0.0,buy
is_after_holiday,0.0,buy
vwap_roll_dev_10,0.01805214528841319,sell
intraday_range_position,0.016257481636930332,sell
signed_volume_sum_10,0.015637511559151218,sell
vol_48,0.01544454767373003,sell
range_per_volume,0.014330190117887108,sell
mom_change_3,0.01405422451721705,sell
vwap_roll_slope_5,0.012878174847155786,sell
price_zscore_10,0.012607592028870391,sell
volume_ratio_20,0.012503993442515189,sell
range_vol_10,0.012105899217058798,sell
amihud_10,0.01145026397808921,sell
vol_ratio_5_20,0.011190287124941061,sell
vwap_dev_day,0.011102200948824555,sell
range_vol_20,0.011056319592852217,sell
log_volume_ratio_10,0.011010091957647381,sell
clv_volume_mean_20,0.011009935587975233,sell
volume_ratio_5,0.010973406177257172,sell
ret_prev_3,0.010928546166874935,sell
ret_3,0.010693510121231176,sell
ma_dev_48,0.010442196080668485,sell
ret_48,0.009513066851675488,sell
amount_ratio_5,0.009449327013791226,sell
clv_sum_20,0.009431391324045312,sell
vol_zscore_5_20,0.009264377911351006,sell
vol_5,0.008903757560519756,sell
clv_sum_5,0.008882721788970389,sell
mom_z_10_48,0.00883668459066997,sell
mom_5_20,0.008804748749160828,sell
vwap_roll_slope_20,0.00872208936116559,sell
parkinson_vol_20,0.008670910916336753,sell
upper_shadow,0.00865053814212583,sell
signed_volume,0.008643453617807096,sell
vol_zscore_20_48,0.008618091630128593,sell
signed_volume_sum_48,0.008523948146105534,sell
log_volume_ratio_20,0.008520121964805527,sell
signed_amount_mean_10,0.008474447308782312,sell
vol_zscore_10_48,0.008457215599281039,sell
range_mean_20,0.0083941738401807,sell
range_per_volume_48,0.008335575305756618,sell
down_volume_ratio_mean_5,0.00825173519280626,sell
adl_roll_norm_20,0.008222011037526488,sell
adl_roll_norm_10,0.008170174548663485,sell
signed_amount,0.00816915579984771,sell
vwap_roll_dev_20,0.007910997317048992,sell
up_amount_ratio_mean_5,0.007905558116470143,sell
range_vol_48,0.007863619003034662,sell
ret_20,0.007687356976310638,sell
range_mean_5,0.0076851420480498886,sell
clv_volume_mean_5,0.0075565974645045095,sell
amount_ratio_20,0.007548406429402972,sell
clv_volume_sum_48,0.0075085271967286205,sell
lower_shadow,0.007327299183223125,sell
ret_prev_6,0.0073042733004206285,sell
ret_volume,0.0072792209167965175,sell
ma_dev_5,0.007229842638799979,sell
amount_ratio_10,0.007177936231662225,sell
mom_change_6,0.007123107054689763,sell
vwap_bar_dev,0.00712299404781615,sell
vwap_cum_slope_3,0.006704979288751206,sell
clv_volume_sum_5,0.006623526161820531,sell
range_per_volume_20,0.006613826003640348,sell
mom_3_10,0.00650371330833915,sell
range_per_volume_10,0.00649669167570051,sell
down_amount_ratio_mean_10,0.006466791595631463,sell
close_position,0.006388273394697484,sell
body,0.006306965646034322,sell
amount_change,0.006273821214442783,sell
clv_sum_48,0.006254727622458643,sell
clv_mean_48,0.006208458637573802,sell
amihud_48,0.006115876870368932,sell
signed_volume_mean_10,0.006041340541832779,sell
clv,0.00600328019741012,sell
up_ratio_3,0.005982431311105149,sell
log_volume_ratio_5,0.005938639575665694,sell
signed_amount_sum_5,0.005754469424425843,sell
vwap_spread_20_day,0.005749670921569271,sell
log_volume_same_bar_ratio,0.005579460437840348,sell
ma_gap_10_48,0.005550726898759184,sell
vol_20,0.005445055966749619,sell
ret_1,0.0054385532663956135,sell
amihud,0.005377042578362534,sell
log_ret_48,0.005371685276844401,sell
log_amount_ratio_5,0.0052977620616010725,sell
vol_zscore_5_48,0.005285259641092446,sell
range_vol_5,0.005274850591313444,sell
mom_10_48,0.0052224586056664815,sell
range_mean_10,0.005213646403047745,sell
clv_volume_sum_10,0.005158255052260079,sell
amount_ratio_48,0.005135291798410331,sell
clv_mean_5,0.00507244652804798,sell
signed_amount_sum_10,0.00506484386751391,sell
volume_ratio_10,0.004983920167056656,sell
price_zscore_20,0.004924475509770456,sell
vwap_roll_dev_48,0.004756229554718517,sell
ret_recent_3,0.004687006329414809,sell
signed_volume_mean_20,0.00464853616061342,sell
ret_volume_sum_5,0.0046378671455188855,sell
mom_z_5_20,0.004537178509105243,sell
clv_volume_sum_20,0.004509848177687333,sell
ma_slope_20,0.004471535794627582,sell
clv_mean_10,0.0044509424716520675,sell
mom_z_3_20,0.004418364968679684,sell
parkinson_vol_5,0.0044056690531276595,sell
bar_in_day,0.004403042938703852,sell
log_ret_3,0.004397321411965983,sell
down_amount_ratio,0.00438908510883008,sell
parkinson_vol_10,0.004373795877924667,sell
log_amount_ratio_20,0.004351045328864826,sell
volume_same_bar_ratio,0.004258302374947893,sell
adl_roll_norm_48,0.0042102940914177265,sell
ma_dev_10,0.00416620391068652,sell
ret_amount,0.004147806413974665,sell
vwap_spread_48_day,0.004094484753728878,sell
ret_amount_sum_10,0.003967602791078324,sell
log_amount_ratio_10,0.003964317761463385,sell
amihud_20,0.0039585085794640726,sell
ma_slope_5,0.0038563253199102574,sell
down_volume_ratio_mean_10,0.0038167621855216276,sell
range_mean_48,0.003689897826694688,sell
vol_10,0.003627680030278808,sell
ret_amount_sum_5,0.0035973222987214955,sell
log_ret_1,0.00355488549739027,sell
ret_volume_sum_10,0.003467173048978547,sell
clv_volume_mean_48,0.003460738776619955,sell
down_amount_ratio_mean_5,0.0032990389488705817,sell
vwap_roll_slope_48,0.003290912336563968,sell
down_volume_ratio_mean_20,0.003200642830211393,sell
ma_dev_20,0.0031573260597170137,sell
log_amount_same_bar_ratio,0.0031512165670524376,sell
up_ratio_10,0.003046860149123062,sell
clv_volume_mean_10,0.003035556938652175,sell
volume_ratio_48,0.003014714325476445,sell
signed_volume_mean_48,0.002935952212264179,sell
up_amount_ratio,0.002836516018918417,sell
amount_same_bar_ratio,0.002799934458955421,sell
ma_slope_48,0.0026352518719223584,sell
vwap_roll_slope_10,0.0026237121490542675,sell
log_volume_ratio_48,0.002617609381867273,sell
signed_amount_mean_48,0.0024675067987485937,sell
vwap_cum_slope_6,0.0023721675937628177,sell
vwap_roll_dev_5,0.002294791065546118,sell
ma_gap_5_20,0.002269833945101622,sell
up_amount_ratio_mean_10,0.002243813668820226,sell
up_volume_ratio_mean_20,0.0020998346680832125,sell
down_amount_ratio_mean_20,0.0020810300154821106,sell
signed_amount_sum_20,0.002075542499390705,sell
vol_zscore_20_20,0.002056274045110324,sell
is_afternoon,0.0020308734297601358,sell
up_volume_ratio,0.0020289686050124563,sell
down_volume_ratio,0.001968520545441186,sell
clv_sum_10,0.001935314142896002,sell
up_volume_ratio_mean_5,0.0019272072616126213,sell
up_amount_ratio_mean_20,0.0018958800715940074,sell
log_ret_20,0.0018548985745601716,sell
price_zscore_48,0.0017361271807068658,sell
signed_volume_sum_20,0.0016546822966934597,sell
log_ret_5,0.0016322526878762447,sell
down_ratio_5,0.0016148061465625768,sell
vol_zscore_10_20,0.0015539997085155315,sell
clv_volume,0.001512709803001986,sell
ret_5,0.0014895255131296841,sell
ret_10,0.0014632743175023797,sell
down_ratio_3,0.001425517356367292,sell
log_amount_ratio_48,0.0014029419030425882,sell
bar_in_day_pct,0.0012649746082277473,sell
ret_volume_sum_20,0.0012605702678427323,sell
is_after_weekend,0.0012226079174965968,sell
signed_amount_mean_20,0.0012222692206868262,sell
log_ret_10,0.0011382328852442853,sell
ma_slope_10,0.000896521516838314,sell
bar_range,0.0008868467137364228,sell
gap_days,0.0008019442046017103,sell
clv_mean_20,0.0007651479270987828,sell
down_ratio_10,0.0005821688835676215,sell
up_volume_ratio_mean_10,0.0004476329953790309,sell
parkinson_vol_48,0.00043630713267476753,sell
ret_amount_sum_20,0.00039695831072700217,sell
signed_amount_sum_48,0.0003835657330129726,sell
signed_volume_mean_5,0.00030737204183317623,sell
signed_amount_mean_5,0.00019736029704494915,sell
volume_change,8.787452475228837e-05,sell
up_bar,0.0,sell
down_bar,0.0,sell
up_ratio_5,0.0,sell
up_ratio_20,0.0,sell
down_ratio_20,0.0,sell
vol_ratio_10_48,0.0,sell
signed_volume_sum_5,0.0,sell
is_morning,0.0,sell
is_open_30min,0.0,sell
is_close_30min,0.0,sell
is_after_lunch_open,0.0,sell
is_normal_day,0.0,sell
is_after_holiday,0.0,sell
